"venue_id","district_id","name","district","category","cuisine","phone","address","latitude","longitude","website","opening_hours_dict","opening_hours","postal_code","neighborhood","takeaway","wheelchair_accessible"
"V1329","11009009","Bäckerei Wahl","Treptow-Köpenick","cafe","coffee_shop","","Bäckerei Wahl, Rudower Chaussee, Adlershof, Treptow-Köpenick, Berlin, 12489, Deutschland","52.433119","13.535562","","{""Fr"":[[""07:00"",""20:00""]],""Mo"":[[""07:00"",""20:00""]],""Sa"":[[""07:00"",""20:00""]],""Th"":[[""07:00"",""20:00""]],""Tu"":[[""07:00"",""20:00""]],""We"":[[""07:00"",""20:00""]]}","Mo-Sa 07:00-20:00","12489.0","Adlershof","only","yes"
"V1330","11005005","Salt‘n‘Sugar","Spandau","restaurant","","+493036500981","Salt‘n‘Sugar, Breitehornweg, Kladow, Spandau, Berlin, 14089, Deutschland","52.464973","13.180067","https://salt-n-sugar.de/","","","14089.0","Kladow","","yes"
"V1331","11002002","Transit","Friedrichshain-Kreuzberg","restaurant","fusion;thai;indonesian","+493026948415","Sonntagstraße 28, 10245 Berlin","52.505967","13.465723","https://www.transit-restaurants.com/","{""Fr"":[[""12:00"",""00:00""]],""PH"":[[""12:00"",""22:00""]],""Sa"":[[""12:00"",""00:00""]]}","Su-Th, PH 12:00-22:00; Fr-Sa 12:00-24:00","10245.0","Friedrichshain","","yes"
"V1332","11002002","Papa No","Friedrichshain-Kreuzberg","restaurant","","+493020078820","Sonntagstraße 6, 10245 Berlin","52.505221","13.467156","https://www.papa-no.de/","{""Fr"":[[""12:00"",""22:00""]],""Mo"":[[""12:00"",""22:00""]],""Sa"":[[""12:00"",""22:00""]],""Su"":[[""12:00"",""22:00""]],""Th"":[[""12:00"",""22:00""]],""Tu"":[[""12:00"",""22:00""]],""We"":[[""12:00"",""22:00""]]}","Mo-Su 12:00-22:00","10245.0","Friedrichshain","","no"
"V1333","11003003","L21","Pankow","cafe","","","Lottumstraße 21, 10119 Berlin","52.530493","13.407661","","","","10119.0","Prenzlauer Berg","","no"
"V1334","11009009","Club-Restaurant","Treptow-Köpenick","restaurant","","","Club-Restaurant, Edmundweg, Kleingartenanlage Wendenaue I, Köpenick, Treptow-Köpenick, Berlin, 12557, Deutschland","52.423678","13.584738","","","","12557.0","Köpenick","","yes"
"V1452","11002002","Stadtklause","Friedrichshain-Kreuzberg","restaurant","german","","Stresemannstraße 37, 10963 Berlin","52.500827","13.386612","","","","10963.0","Kreuzberg","",""
"V1335","11002002","Rio Grande","Friedrichshain-Kreuzberg","restaurant","austrian","","May-Ayim-Ufer 9, 10997 Berlin","52.502184","13.442936","","{""Fr"":[[""10:00"",""00:00""]],""Mo"":[[""10:00"",""00:00""]],""Sa"":[[""10:00"",""00:00""]],""Su"":[[""10:00"",""00:00""]],""Th"":[[""10:00"",""00:00""]],""Tu"":[[""10:00"",""00:00""]],""We"":[[""10:00"",""00:00""]]}","Mo-Su 10:00-24:00","10997.0","Kreuzberg","","no"
"V1336","11003003","Masel Topf","Pankow","restaurant","israeli","","Rykestraße 2, 10405 Berlin","52.534856","13.419490","","{""Fr"":[[""12:00"",""00:00""]],""Mo"":[[""12:00"",""00:00""]],""Sa"":[[""12:00"",""00:00""]],""Su"":[[""12:00"",""00:00""]],""Th"":[[""12:00"",""00:00""]],""Tu"":[[""12:00"",""00:00""]],""We"":[[""12:00"",""00:00""]]}","Mo-Su 12:00-24:00","10405.0","Prenzlauer Berg","","limited"
"V1337","11004004","Ashoka","Charlottenburg-Wilmersdorf","restaurant","indian","","Grolmanstraße 51, 10623 Berlin","52.507014","13.321746","","{""Fr"":[[""11:00"",""00:00""]],""Mo"":[[""11:00"",""00:00""]],""Sa"":[[""11:00"",""00:00""]],""Su"":[[""11:00"",""00:00""]],""Th"":[[""11:00"",""00:00""]],""Tu"":[[""11:00"",""00:00""]],""We"":[[""11:00"",""00:00""]]}","11:00-24:00","10623.0","Charlottenburg","","no"
"V1338","11001001","Xxenia","Mitte","restaurant","mediterranean","","Xxenia, Budapester Straße, Tiergarten, Mitte, Berlin, 10787, Deutschland","52.505922","13.343562","","","","10787.0","Tiergarten","","yes"
"V1339","11001001","9:00 pm","Mitte","bar","","","9:00 pm, Budapester Straße, Botschaftsviertel, Tiergarten, Mitte, Berlin, 10787, Deutschland","52.506095","13.344474","","","","10787.0","Tiergarten","","yes"
"V1340","11002002","Fatoush","Friedrichshain-Kreuzberg","cafe","lebanese","","Simon-Dach-Straße 41a, 10245 Berlin","52.511442","13.457136","","{""Fr"":[[""11:00"",""23:00""]],""Mo"":[[""11:00"",""23:00""]],""Sa"":[[""11:00"",""23:00""]],""Su"":[[""11:00"",""23:00""]],""Th"":[[""11:00"",""23:00""]],""Tu"":[[""11:00"",""23:00""]],""We"":[[""11:00"",""23:00""]]}","Mo-Su 11:00-23:00","10245.0","Friedrichshain","","yes"
"V1341","11011011","Aquarium Café","Lichtenberg","cafe","","+493098114445","Suermondtstraße 3, 13053 Berlin","52.551775","13.487835","","","","13053.0","Alt-Hohenschönhausen","","yes"
"V1342","11001001","Karadeniz Lokali","Mitte","cafe","","","Karadeniz Lokali, Liebenwalder Straße, Leopoldkiez, Wedding, Mitte, Berlin, 13347, Deutschland","52.552118","13.362281","","{}","""Teestube, nicht öffentlich""","13347.0","Wedding","","no"
"V1343","11003003","LPG Bio-Bistro","Pankow","cafe","","","LPG Bio-Bistro, Judengang, Kollwitzkiez, Prenzlauer Berg, Pankow, Berlin, 10405, Deutschland","52.532811","13.413328","","","","10405.0","Prenzlauer Berg","","no"
"V1344","11004004","Kudika","Charlottenburg-Wilmersdorf","cafe","","","Charlottenburger Ufer 1, 10587 Berlin","52.521130","13.300105","","{""Fr"":[[""10:00"",""18:00""]],""Sa"":[[""10:00"",""18:00""]],""Su"":[[""10:00"",""18:00""]],""Th"":[[""10:00"",""18:00""]],""We"":[[""10:00"",""18:00""]]}","We-Su 10:00-18:00","10587.0","Charlottenburg","","limited"
"V1345","11007007","Aaina","Tempelhof-Schöneberg","restaurant","asian","","Tempelhofer Damm 216, 12099 Berlin","52.456833","13.383447","","{""Fr"":[[""12:00"",""23:00""]],""Mo"":[[""12:00"",""23:00""]],""Sa"":[[""12:00"",""23:00""]],""Su"":[[""12:00"",""23:00""]],""Th"":[[""12:00"",""23:00""]],""Tu"":[[""12:00"",""23:00""]],""We"":[[""12:00"",""23:00""]]}","Mo-Su 12:00-23:00","12099.0","Tempelhof","","yes"
"V1346","11004004","Moustache","Charlottenburg-Wilmersdorf","restaurant","french","","Moustache, Galvanistraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10587, Deutschland","52.519306","13.318241","https://www.restaurant-moustache.de/","{}","Tu-Th 12:00-14:30, Tu-Sa 18:00+; Su,Mo off","10587.0","Charlottenburg","","no"
"V1347","11004004","Café Mediterrane","Charlottenburg-Wilmersdorf","cafe","","","Café Mediterrane, Leibnizstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10625, Deutschland","52.514324","13.314717","","{""Fr"":[[""06:00"",""18:30""]],""Mo"":[[""06:00"",""18:30""]],""Sa"":[[""08:00"",""18:30""]],""Th"":[[""06:00"",""18:30""]],""Tu"":[[""06:00"",""18:30""]],""We"":[[""06:00"",""18:30""]]}","Mo-Fr 06:00-18:30; Sa 08:00-18:30; Su off","10625.0","Charlottenburg","",""
"V1348","11004004","Chen's Wok","Charlottenburg-Wilmersdorf","restaurant","chinese","","Otto-Suhr-Allee 11-13, 10585 Berlin","52.513337","13.318587","","{""Fr"":[[""12:00"",""23:00""]],""Mo"":[[""12:00"",""23:00""]],""Sa"":[[""12:00"",""23:00""]],""Su"":[[""12:00"",""23:00""]],""Th"":[[""12:00"",""23:00""]],""Tu"":[[""12:00"",""23:00""]],""We"":[[""12:00"",""23:00""]]}","Mo-Su 12:00-23:00","10585.0","Charlottenburg","","no"
"V1349","11004004","Konoba","Charlottenburg-Wilmersdorf","restaurant","international","+49303412627","Otto-Suhr-Allee 17, 10585 Berlin","52.513687","13.317605","http://www.konoba-charlottenburg.de/","{""Fr"":[[""12:00"",""00:00""]],""Mo"":[[""12:00"",""00:00""]],""Sa"":[[""12:00"",""00:00""]],""Su"":[[""12:00"",""00:00""]],""Th"":[[""12:00"",""00:00""]],""Tu"":[[""12:00"",""00:00""]],""We"":[[""12:00"",""00:00""]]}","Mo-Su 12:00-24:00","10585.0","Charlottenburg","","yes"
"V1350","11002002","Fourty Years","Friedrichshain-Kreuzberg","cafe","breakfast;coffee_shop","","Lausitzer Straße 34, 10999 Berlin","52.495531","13.427345","","","","10999.0","Kreuzberg","","no"
"V1351","11001001","Espresso House","Mitte","cafe","coffee_shop","","Panoramastraße 1A, 10178","52.520840","13.410107","","{""Fr"":[[""08:00"",""19:00""]],""Mo"":[[""08:00"",""19:00""]],""Sa"":[[""09:00"",""20:00""]],""Su"":[[""09:00"",""20:00""]],""Th"":[[""08:00"",""19:00""]],""Tu"":[[""08:00"",""19:00""]],""We"":[[""08:00"",""19:00""]]}","Mo-Fr 08:00-19:00; Sa,Su 09:00-20:00","10178.0","Mitte","yes",""
"V1352","11002002","Panbao & Lobster","Friedrichshain-Kreuzberg","restaurant","burger;asian","","Panbao & Lobster, Neue Bahnhofstraße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10245, Deutschland","52.505446","13.469839","","{""Fr"":[[""12:00"",""23:00""]],""Mo"":[[""12:00"",""23:00""]],""Sa"":[[""14:00"",""23:00""]],""Su"":[[""12:00"",""23:00""]],""Th"":[[""12:00"",""23:00""]],""Tu"":[[""12:00"",""23:00""]],""We"":[[""12:00"",""23:00""]]}","Su-Fr 12:00-23:00; Sa 14:00-23:00","10245.0","Friedrichshain","","no"
"V1353","11002002","Bajra","Friedrichshain-Kreuzberg","restaurant","","","Boxhagener Straße 60, 10245 Berlin","52.506361","13.469574","","{""Fr"":[[""12:00"",""22:00""]],""Mo"":[[""12:00"",""22:00""]],""Sa"":[[""12:00"",""22:00""]],""Su"":[[""12:00"",""22:00""]],""Th"":[[""12:00"",""22:00""]],""We"":[[""12:00"",""22:00""]]}","We-Mo 12:00-22:00","10245.0","Friedrichshain","","no"
"V1491","11002002","HAPPA","Friedrichshain-Kreuzberg","restaurant","","","Schlesische Straße 35a, 10997 Berlin","52.499576","13.445188","https://happa-berlin.com/","{}","Mo-Th 12:00-15:00","10997.0","Kreuzberg","","limited"
"V4205","11003003","Osteria Fiorello","Pankow","restaurant","italian","+493080923161","Husemannstraße 10","52.537470","13.417669","","","","","Prenzlauer Berg","","no"
"V1355","11006006","Lutter & Wegner","Steglitz-Zehlendorf","restaurant","","","Königstraße 36, 14109 Berlin","52.414319","13.094850","","{""Fr"":[[""12:00"",""20:30""]],""Sa"":[[""12:00"",""20:30""]],""Su"":[[""12:00"",""20:30""]],""Th"":[[""12:00"",""20:30""]],""Tu"":[[""12:00"",""20:30""]],""We"":[[""12:00"",""20:30""]]}","Tu-Su 12:00-20:30","14109.0","Wannsee","","yes"
"V1356","11004004","Kim Thanh","Charlottenburg-Wilmersdorf","restaurant","vietnamese","+493039837488","Helmholtzstraße 15, 10587 Berlin","52.521778","13.326788","https://kimthanh.de/","{""Fr"":[[""11:30"",""21:00""]],""Mo"":[[""11:30"",""21:00""]],""Su"":[[""13:00"",""20:00""]],""Th"":[[""11:30"",""21:00""]],""Tu"":[[""11:30"",""21:00""]],""We"":[[""11:30"",""21:00""]]}","Mo-Fr 11:30-21:00; Su 13:00-20:00","10587.0","Charlottenburg","yes","yes"
"V1357","11001001","Ya-Man","Mitte","restaurant","caribbean","","Gotzkowskystraße 17, 10555 Berlin","52.524327","13.329603","","{""Fr"":[[""17:00"",""23:00""]],""Mo"":[[""17:00"",""23:00""]],""Sa"":[[""17:00"",""23:00""]],""Su"":[[""17:00"",""23:00""]],""Th"":[[""17:00"",""23:00""]],""Tu"":[[""17:00"",""23:00""]],""We"":[[""17:00"",""23:00""]]}","Mo-Su 17:00-23:00","10555.0","Moabit","","no"
"V1358","11001001","Taste","Mitte","restaurant","asian","","Alt-Moabit 54, 10555 Berlin","52.524119","13.328967","","{""Fr"":[[""11:30"",""00:00""]],""Mo"":[[""11:30"",""00:00""]],""PH"":[[""17:00"",""00:00""]],""Sa"":[[""17:00"",""00:00""]],""Su"":[[""17:00"",""00:00""]],""Th"":[[""11:30"",""00:00""]],""Tu"":[[""11:30"",""00:00""]],""We"":[[""11:30"",""00:00""]]}","Mo-Fr 11:30-24:00; PH,Sa,Su 17:00-24:00","10555.0","Moabit","","yes"
"V1359","11001001","Reis 23","Mitte","restaurant","vietnamese;coffee_shop","","Reis 23, Gotzkowskystraße, Moabit, Mitte, Berlin, 10555, Deutschland","52.524222","13.330020","","{""Fr"":[[""11:30"",""22:30""]],""Mo"":[[""11:30"",""22:30""]],""PH"":[[""12:30"",""22:30""]],""Sa"":[[""12:30"",""22:30""]],""Su"":[[""12:30"",""22:30""]],""Th"":[[""11:30"",""22:30""]],""Tu"":[[""11:30"",""22:30""]],""We"":[[""11:30"",""22:30""]]}","Mo-Fr 11:30-22:30; Sa,Su,PH 12:30-22:30","10555.0","Moabit","","no"
"V1360","11002002","Simitdchi","Friedrichshain-Kreuzberg","cafe","coffee_shop","","Adalbertstraße 97, 10999 Berlin","52.499904","13.418011","","","","10999.0","Kreuzberg","yes","yes"
"V1361","11002002","Mother's Heart","Friedrichshain-Kreuzberg","restaurant","pasta;salad;vietnamese;sushi","","Oranienstraße 37","52.501812","13.417708","","{""Fr"":[[""12:00"",""23:00""]],""PH"":[[""13:00"",""22:00""]],""Sa"":[[""13:00"",""22:00""]],""Su"":[[""13:00"",""22:00""]]}","Mo-Th 12:00-22:00; Fr 12:00-23:00; Sa 13:00-22:00; Su,PH 13:00-22:00","","Kreuzberg","","no"
"V1362","11002002","luzia","Friedrichshain-Kreuzberg","cafe","","+493081799958","Oranienstraße 34, 10999 Berlin","52.501675","13.418271","","{""Fr"":[[""10:00"",""01:30""]],""Mo"":[[""10:00"",""01:30""]],""Sa"":[[""10:00"",""01:30""]],""Su"":[[""10:00"",""01:30""]],""Th"":[[""10:00"",""01:30""]],""Tu"":[[""10:00"",""01:30""]],""We"":[[""10:00"",""01:30""]]}","Mo-Su 10:00-01:30","10999.0","Kreuzberg","","no"
"V1363","11002002","Safran","Friedrichshain-Kreuzberg","restaurant","persian","+49306156211","Oranienstraße 172, 10999 Berlin","52.501487","13.418147","","","","10999.0","Kreuzberg","","no"
"V1364","11002002","Levent Börek","Friedrichshain-Kreuzberg","cafe","breakfast;turkish","","Oranienstraße 166, 10999 Berlin","52.501809","13.416952","","","","10999.0","Kreuzberg","","limited"
"V1365","11002002","Café Três","Friedrichshain-Kreuzberg","cafe","","","Adalbertstraße 91, 10999 Berlin","52.501088","13.418963","","{""Fr"":[[""08:00"",""19:30""]],""Mo"":[[""08:00"",""19:30""]],""Sa"":[[""09:00"",""19:30""]],""Th"":[[""08:00"",""19:30""]],""Tu"":[[""08:00"",""19:30""]],""We"":[[""08:00"",""19:30""]]}","Mo-Fr 08:00-19:30; Sa 09:00-19:30","10999.0","Kreuzberg","","no"
"V1366","11001001","PHO 6","Mitte","restaurant","asian","+49303995990","Gotzkowskystraße 6, 10555 Berlin","52.526265","13.330114","","{""Fr"":[[""11:30"",""21:00""]],""Mo"":[[""11:30"",""21:00""]],""Sa"":[[""12:30"",""22:00""]],""Su"":[[""12:30"",""22:00""]],""Th"":[[""11:30"",""21:00""]],""Tu"":[[""11:30"",""21:00""]],""We"":[[""11:30"",""21:00""]]}","Mo-Fr 11:30-21:00; Sa-Su 12:30-22:00","10555.0","Moabit","yes","limited"
"V1367","11001001","Pfau","Mitte","cafe","","","Turmstraße 55, 10551 Berlin","52.527346","13.330864","","{}","Oct-Apr: Mo-Fr 07:00-19:00; Oct-Apr: Sa 08:00-18:00; Oct-Apr: Su 09:00-18:00;Apr-Sep: Mo-Fr 07:00-19:00; Apr-Sep: Sa 08:00-19:00; Apr-Sep: Su 09:00-19:00","10551.0","Moabit","","yes"
"V1368","11001001","Eis Rialto","Mitte","cafe","ice_cream","","Eis Rialto, Gotzkowskystraße, Moabit, Mitte, Berlin, 10555, Deutschland","52.525446","13.329905","","","","10555.0","Moabit","","no"
"V1369","11001001","Al Abdalla","Mitte","restaurant","","","Gotzkowskystraße 35, 10555 Berlin","52.526615","13.330638","","","","10555.0","Moabit","",""
"V1370","11001001","Rice Village","Mitte","restaurant","asian","","Rice Village, Gotzkowskystraße, Moabit, Mitte, Berlin, 10555, Deutschland","52.525407","13.329887","","{""Fr"":[[""11:00"",""21:30""]],""Mo"":[[""11:00"",""21:30""]],""PH"":[[""13:00"",""21:30""]],""Sa"":[[""13:00"",""21:30""]],""Su"":[[""13:00"",""21:30""]],""Th"":[[""11:00"",""21:30""]],""Tu"":[[""11:00"",""21:30""]],""We"":[[""11:00"",""21:30""]]}","Mo-Fr 11:00-21:30; Sa,Su,PH 13:00-21:30","10555.0","Moabit","","no"
"V1371","11002002","ART en chocolat","Friedrichshain-Kreuzberg","cafe","","","Oranienplatz 15, 10999 Berlin","52.502364","13.416964","","{""Fr"":[[""12:00"",""19:00""]],""Mo"":[[""12:00"",""19:00""]],""Sa"":[[""12:00"",""20:00""]],""Su"":[[""12:00"",""20:00""]],""Th"":[[""12:00"",""19:00""]],""Tu"":[[""12:00"",""19:00""]],""We"":[[""12:00"",""19:00""]]}","Mo-Fr 12:00-19:00; Sa-Su 12:00-20:00","10999.0","Kreuzberg","","no"
"V1372","11002002","Smyrna Kuruyemis","Friedrichshain-Kreuzberg","cafe","turkish","","Oranienstraße 27, 10999 Berlin","52.501179","13.420052","","","","10999.0","Kreuzberg","","no"
"V1373","11002002","parantez","Friedrichshain-Kreuzberg","restaurant","","","Oranienplatz 15, 10999 Berlin","52.502457","13.417062","","","","10999.0","Kreuzberg","","no"
"V1374","11002002","Mon Restaurant","Friedrichshain-Kreuzberg","restaurant","vietnamese;fusion","+493098438581","Oranienplatz 5, 10999 Berlin","52.502986","13.415089","https://www.mon-restaurant.de/","{""Fr"":[[""11:00"",""00:00""]],""Sa"":[[""12:00"",""16:00""],[""17:00"",""00:00""]],""Su"":[[""12:00"",""16:00""],[""17:00"",""00:00""]]}","Mo-Th 11:00-22:00; Fr 11:00-24:00; Sa,Su 12:00-16:00,17:00-24:00","10999.0","Kreuzberg","","no"
"V1375","11011011","India Haus","Lichtenberg","restaurant","indian","","Hönower Straße 11, 10318 Berlin","52.488976","13.524999","https://www.india-haus.de/","{""Fr"":[[""12:00"",""23:00""]],""PH"":[[""12:00"",""23:00""]],""Sa"":[[""12:00"",""23:00""]],""Su"":[[""12:00"",""23:00""]],""Th"":[[""12:00"",""23:00""]],""Tu"":[[""12:00"",""23:00""]],""We"":[[""12:00"",""23:00""]]}","PH,Tu-Su 12:00-23:00","10318.0","Karlshorst","","no"
"V1376","11002002","green rice","Friedrichshain-Kreuzberg","restaurant","vietnamese","","Adalbertstraße 11, 10999 Berlin","52.501003","13.419266","","{""Fr"":[[""12:00-18:00"",""late""],[""Sa"",""""],[""Su 13:00-18:00"",""late""]],""Mo"":[[""12:00-18:00"",""late""],[""Sa"",""""],[""Su 13:00-18:00"",""late""]],""Th"":[[""12:00-18:00"",""late""],[""Sa"",""""],[""Su 13:00-18:00"",""late""]],""Tu"":[[""12:00-18:00"",""late""],[""Sa"",""""],[""Su 13:00-18:00"",""late""]],""We"":[[""12:00-18:00"",""late""],[""Sa"",""""],[""Su 13:00-18:00"",""late""]]}","Mo-Fr 12:00-18:00+, Sa,Su 13:00-18:00+","10999.0","Kreuzberg","","no"
"V1377","11002002","Hasir","Friedrichshain-Kreuzberg","restaurant","turkish","+49306142373","Adalbertstraße 10, 10999 Berlin","52.500896","13.419185","","","","10999.0","Kreuzberg","","no"
"V1378","11002002","Klinke","Friedrichshain-Kreuzberg","restaurant","german;regional","+493023521568","Dresdener Straße 119, 10999 Berlin","52.501499","13.416346","https://klinkeberlin.com","{""Fr"":[[""12:00"",""00:00""]],""Sa"":[[""12:00"",""00:00""]],""Su"":[[""17:00"",""00:00""]],""Th"":[[""12:00"",""00:00""]],""Tu"":[[""12:00"",""00:00""]],""We"":[[""12:00"",""00:00""]]}","Tu 12:00-00:00; We-Sa 12:00-00:00; Su 17:00-00:00","10999.0","Kreuzberg","","no"
"V1379","11002002","Gorgonzola Club","Friedrichshain-Kreuzberg","restaurant","italian","","Dresdener Straße , 10999 Berlin","52.501186","13.416572","http://www.gorgonzolaclub.de/","{""Fr"":[[""18:00"",""02:00""]],""Sa"":[[""18:00"",""02:00""]]}","Su-Th 18:00-24:00; Fr,Sa 18:00-02:00","10999.0","Kreuzberg","","no"
"V1380","11002002","Cevichería","Friedrichshain-Kreuzberg","restaurant","peruvian;seafood","","Dresdener Straße 120, 10999 Berlin","52.501259","13.416542","","{""Fr"":[[""17:00"",""23:00""]],""Mo"":[[""17:00"",""23:00""]],""Sa"":[[""17:00"",""23:00""]],""Th"":[[""17:00"",""23:00""]],""Tu"":[[""17:00"",""23:00""]],""We"":[[""17:00"",""23:00""]]}","Mo-Sa 17:00-23:00; Su off","10999.0","Kreuzberg","","no"
"V1381","11002002","Ins Morgen","Friedrichshain-Kreuzberg","restaurant","","","Ins Morgen, Oranienstraße, Luisenstadt, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland","52.502624","13.414797","","","","10969.0","Kreuzberg","","no"
"V1382","11002002","Stiege","Friedrichshain-Kreuzberg","restaurant","german","","Oranienstraße 47, 10969 Berlin","52.502995","13.413540","","{""Fr"":[[""16:00"",""00:00""]],""Mo"":[[""16:00"",""00:00""]],""PH"":[[""16:00"",""00:00""]],""Sa"":[[""16:00"",""00:00""]],""Su"":[[""16:00"",""00:00""]],""Th"":[[""16:00"",""00:00""]],""Tu"":[[""16:00"",""00:00""]],""We"":[[""16:00"",""00:00""]]}","Mo-Su,PH 16:00-24:00","10969.0","Kreuzberg","","no"
"V1383","11002002","Qebabtor Stari Most","Friedrichshain-Kreuzberg","restaurant","bosnian","","Qebabtor Stari Most, Reichenberger Straße, Luisenstadt, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10999, Deutschland","52.499726","13.417319","","","","10999.0","Kreuzberg","","limited"
"V1384","11002002","Ağrı Efsanesi","Friedrichshain-Kreuzberg","cafe","","","Ağrı Efsanesi, Reichenberger Straße, Luisenstadt, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10999, Deutschland","52.499623","13.417280","","","","10999.0","Kreuzberg","",""
"V1385","11002002","Weinblatt","Friedrichshain-Kreuzberg","restaurant","mediterranean","","Dieffenbachstraße 59, 10967 Berlin","52.492828","13.416245","","{""Fr"":[[""09:00"",""23:00""]],""Mo"":[[""09:00"",""23:00""]],""Sa"":[[""09:00"",""23:00""]],""Su"":[[""09:00"",""23:00""]],""Th"":[[""09:00"",""23:00""]],""Tu"":[[""09:00"",""23:00""]],""We"":[[""09:00"",""23:00""]]}","9:00-23:00; PH off","10967.0","Kreuzberg","","limited"
"V1386","11002002","Cafe Kotti","Friedrichshain-Kreuzberg","cafe","","","Cafe Kotti, Adalbertstraße, Luisenstadt, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10999, Deutschland","52.500148","13.418152","","","","10999.0","Kreuzberg","no","no"
"V1387","11002002","Pho Noodlebar","Friedrichshain-Kreuzberg","restaurant","vietnamese","+493053679235","Adalbertstraße 9, 10999 Berlin","52.500792","13.419106","https://pho.berlin/kreuzberg","{""Fr"":[[""11:30"",""23:00""]],""Mo"":[[""11:30"",""23:00""]],""Sa"":[[""11:30"",""23:00""]],""Su"":[[""11:30"",""23:00""]],""Th"":[[""11:30"",""23:00""]],""Tu"":[[""11:30"",""23:00""]],""We"":[[""11:30"",""23:00""]]}","Mo-Su 11:30-23:00","10999.0","Kreuzberg","","limited"
"V1388","11002002","Santa Maria","Friedrichshain-Kreuzberg","restaurant","mexican","","Oranienstraße 170, 10999 Berlin","52.501598","13.417736","","{""Fr"":[[""12:00"",""23:00""]],""Mo"":[[""12:00"",""23:00""]],""Sa"":[[""12:00"",""23:00""]],""Th"":[[""12:00"",""23:00""]],""Tu"":[[""12:00"",""23:00""]],""We"":[[""12:00"",""23:00""]]}","Mo-Sa 12:00-23:00","10999.0","Kreuzberg","","no"
"V1389","11002002","ichorya","Friedrichshain-Kreuzberg","cafe","","","Oranienstraße 42, 10969 Berlin","52.502686","13.414588","","{""Fr"":[[""12:00"",""00:00""]],""Mo"":[[""12:00"",""00:00""]],""Sa"":[[""12:00"",""00:00""]],""Su"":[[""18:00"",""00:00""]],""Th"":[[""12:00"",""00:00""]],""Tu"":[[""12:00"",""00:00""]],""We"":[[""12:00"",""00:00""]]}","Mo-Sa 12:00-24:00;Su 18:00-24:00","10969.0","Kreuzberg","","no"
"V1390","11001001","Cadadia","Mitte","restaurant","soup","","Charlottenstraße 63, 10117 Berlin","52.511437","13.391466","","{""Fr"":[[""10:00"",""15:00""]],""Mo"":[[""10:00"",""15:00""]],""Th"":[[""10:00"",""15:00""]],""Tu"":[[""10:00"",""15:00""]],""We"":[[""10:00"",""15:00""]]}","Mo-Fr 10:00-15:00","10117.0","Mitte","yes","limited"
"V1391","11001001","TIM’s Bakery & Deli","Mitte","cafe","","","Bebelplatz 1, 10117 Berlin","52.516360","13.392973","https://timsbackwaren.de/tims-cafes/","","","10117.0","Mitte","","yes"
"V1392","11002002","Schwarze Heidi","Friedrichshain-Kreuzberg","restaurant","swiss","","Mariannenstraße 50, 10997 Berlin","52.501044","13.423847","","{""Fr"":[[""18:00"",""00:00""]],""Mo"":[[""18:00"",""00:00""]],""Sa"":[[""18:00"",""00:00""]],""Su"":[[""18:00"",""00:00""]],""Th"":[[""18:00"",""00:00""]],""Tu"":[[""18:00"",""00:00""]],""We"":[[""18:00"",""00:00""]]}","18:00-24:00","10997.0","Kreuzberg","","no"
"V1393","11008008","Chelany","Neukölln","restaurant","pakistani;indian","+493041768688","Friedelstraße 41, 12047 Berlin","52.491698","13.427667","https://neukolln.chelanyrestaurant-berlin.de","{""Fr"":[[""11:00"",""01:00""]],""Mo"":[[""11:00"",""01:00""]],""Sa"":[[""11:00"",""01:00""]],""Su"":[[""11:00"",""01:00""]],""Th"":[[""11:00"",""01:00""]],""Tu"":[[""11:00"",""01:00""]],""We"":[[""11:00"",""01:00""]]}","Mo-Su 11:00-01:00","12047.0","Neukölln","","limited"
"V1394","11002002","eleven n lounge","Friedrichshain-Kreuzberg","bar","","","Grünberger Straße 60, 10245 Berlin","52.511681","13.456422","","","","10245.0","Friedrichshain","","limited"
"V1605","11003003","Die Laube","Pankow","restaurant","german","+49309750424","Hohenschönhauser Straße 80, 10369 Berlin","52.537168","13.466287","https://www.die-laube.berlin","{""Fr"":[[""16:00"",""22:00""]],""Sa"":[[""12:00"",""22:00""]],""Su"":[[""10:00"",""21:00""]]}","Do 16:00-22:00; Fr 16:00-22:00; Sa 12:00-22:00; Su 10:00-21:00","10369.0","Prenzlauer Berg","",""
"V1395","11007007","Lac Viet","Tempelhof-Schöneberg","restaurant","vietnamese","+493084183160","Rheinstraße 50, 12161 Berlin","52.467668","13.331581","https://lacvietinberlin.de","{""Fr"":[[""11:30"",""22:00""]],""Mo"":[[""11:30"",""22:00""]],""Sa"":[[""11:30"",""22:00""]],""Th"":[[""11:30"",""22:00""]],""Tu"":[[""11:30"",""22:00""]],""We"":[[""11:30"",""22:00""]]}","Mo-Sa 11:30-22:00; Su off","12161.0","Friedenau","","no"
"V1396","11009009","Atrium","Treptow-Köpenick","restaurant","","","Atrium, Kirschweg, Kosmosviertel, Altglienicke, Treptow-Köpenick, Berlin, 12524, Deutschland","52.399743","13.533770","","","","12524.0","Altglienicke","","yes"
